famid,year_long,interview_num,dateint,state_temp,age,sex,num_child_below_18,dep,race,mar_status,mar_status_reported,educ_cat,num_dep_away,emp_status,wkswkd_per_yr_cat,wkswkd_per_yr_unemp,hrswkd_per_wk_cat,hrswkd_per_wk_unemp,earn_per_yr_cat,earn_per_hr,inc_per_yr,fam_inc_per_yr,tax_inc,mtr,tp,fdexp,eoexp,stamps,fdstd,accstamps,accfdexp,acceoexp,stampssvdlm,stampsinc,stampsmths,stampssvdly,eoexp_unit_usestamps,eoexp_amount_usestamps,eoexp_unit_nostamps,eoexp_amount_nostamps,fdexp_nonzero_usestamps,fdexp_unit_usestamps,fdexp_amount_usestamps,fdexp_unit_nostamps,fdexp_amount_nostamps,stamps_amount,stamps_unit,nonhs_years,college_years,hs_cat,earn_per_yr_reported,int_mth,int_day,int_yr,emp_status_first,emp_status_wife,state_fips_temp,sippst,state_string,state_short,st,edu_yrs,has_hs,edu_yrs_missing,female,white,black,mardum,wg_psid,anwg,qwg,cpiah,cpiaway,cpi,cpi_norm,fdexp_amount,fdexp_unit,eoexp_amount,eoexp_unit,food_home_zel,fdcons,miss,fdcons_prev,fdcons_prev2,lnfdcons,lnfdcons_prev,lnfdcons_prev2,dlnfdcons,dlnfdcons_alt,test,d2lnfdcons,d2lnfdcons_alt,d2lnfdcons_alt2,lnfdstd,dlnfdstd,dlnfdstd_alt,d2lnfdstd,empl,unempl,f_unemp,unemploy,unemploy_original,spwork_available,spwork_yn_original,year_st,mth,mth_st,numdig_mth,zero,month,day_st,nndate_psid,start,calc_year,calc_month,calc_day,kids,year_short,cat,taxinc,tao,tao_sched,tti,iui1,min,max,tao_sipp,annwg,bpw,hq1w,hq2w,part,empcens,tenure,waitper,retro,wba_min,wba_max,pbpw,dur_min,dur_max,spwork_yn,nndate_sipp,wba,maxdur,elig,elig_min,elig_ch,iui1_gruber,state,repl4,sstax,mcaretax,ssmax,mcaremax,tao1,repl4a,state_fips_excluded_chetty,year,nndate,unemp_rate,state_abbrev,region,u0m1,u0c1,rwg,female_orig,repl4a_orig,rwgtax,dlnfdcons_ALT,wgt,reprate_u0c1,reprate_u0m1
23217,1983,,513,1,36,1,4,6,2,1,1,5,0,3,0,43,0,44,22000,11.52,22000,24316,22000,19,1530,0,0,3600,2396,0,0,0,300,,0,0,,,,,,,,,,,,,,,,,,,,6,,Alabama,Alabama,AL,Alabama,12,,0,0,0,1,1,403.84616,21000,5250,.96975613,.95869356,99.599998,.95861405,,,,,3600,3712.2734,0,4294.0581,5691.3042,8.2193995,8.3649874,8.6466951,-.14558792,-.14558792,-.14558792,,.13611984,,7.7815561,.19070387,.19070387,,0,1,,1,1,1,0,83,5,5,1,0,5,13,830513,,83,5,13,4,83,2,,.19,,21800,90,15,90,.1,21000,21000,5250,5250,1,0,0,,,,,,0,,0,19830512,,,1,,1,90,1,.22285713,.067000002,.0145,32400,,.19,-.35873303,0,1983,830513,10.187368,AL,6,.0258078789833194,.3348766536372911,.40546805,0,.24295327,.30126277,-.14558792,1,-.12013131,-.0092581389
6848,1983,,416,1,39,1,2,4,1,1,1,3,0,3,0,48,0,77,18975,4.73,18975,28347,26675,25,3459,5200,144,0,1877,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1,,Alabama,Alabama,AL,Alabama,10,,0,0,1,0,1,288.46155,15000,3750,.96975613,.95869356,99.599998,.95861405,,,,,5200,5512.3774,0,5367.5728,,8.6147509,8.588131,,.026619911,.026619911,.026619911,.43303394,,.43303394,7.5374298,.20179605,.20179605,.2455759,0,1,0,1,1,1,1,83,4,4,1,0,4,16,830416,,83,4,16,2,83,2,,.25,,23400,90,15,90,.1,15000,15000,3750,3750,1,0,0,,,,,,0,,0,19830416,,,1,,1,90,1,.31199998,.067000002,.0145,32400,,.25,-.2590802,0,1983,830416,10.187368,AL,6,.0258078789833194,.3348766536372911,.28962001,0,.34260613,.19781047,.026619911,1,-.08675991,-.0066863103
19883,1984,,510,1,39,1,2,4,2,1,1,4,0,3,0,50,0,40,9660,4.2800002,9660,25061,25061,19,2624,4200,240,0,1357,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1,,Alabama,Alabama,AL,Alabama,12,,0,0,0,1,1,76.5,3978,994.5,1,1,103.9,1,,,,,4200,4440,0,2733.2407,1871.6107,8.3984098,7.9132433,7.5345545,.48516655,.48516655,.48516655,-.15985012,.10647774,-.15985012,7.2130318,.039073467,.039073467,.069554806,0,1,0,1,1,1,1,84,5,5,1,0,5,10,840510,,84,5,10,2,84,2,,.19,,17278,41.4375,22,120,.1,3978,3978,994.5,994.5,1,0,0,0,0,22,120,.33333334,11,26,0,19840510,41.4375,26,1,,1,41.4375,1,.54166669,.067000002,.0145,35700,,.19,.12734018,0,1984,840510,8.611371,AL,6,.0013083281549129,.1668116375355584,.073628485,0,.7290265,.054705966,.48516655,1,.021241825,.00016660275
14793,1984,,425,1,40,1,2,5,2,1,1,4,1,3,0,18,0,40,4490,6.3099999,4490,12310,9190,11,-64,240,260,1800,1217,0,0,0,150,,6,900,,,,,,,,,,,,,,,,,,,,1,,Alabama,Alabama,AL,Alabama,12,,0,0,0,1,1,153.84616,8000.0005,2000.0001,1,1,103.9,1,,,,,2040,2300,0,6115.3521,2539.0376,7.7406645,8.7185574,7.8395405,-.97789288,-.97789288,-.97789288,-.24077988,-1.8569098,-.24077988,7.1041441,0,0,.025153637,0,1,1,1,1,1,1,84,4,4,1,0,4,25,840425,,84,4,25,2,84,2,,.11,,12000,83.333336,22,120,.1,8000.0005,8000.0005,2000.0001,2000.0001,1,0,0,0,0,22,120,.33333334,11,26,0,19840424,83.333336,26,1,,1,83.333336,1,.54166669,.067000002,.0145,35700,,.11,.056474842,0,1984,840425,8.611371,AL,6,.0013083281549129,.1668116375355584,.14807138,0,.65816116,.12186275,-.97789288,1,.0094206613,.000073887626
20230,1976,,6,1,26,1,0,1,2,2,,3,0,3,0,30,0,40,2180,1.8200001,2180,3250,2180,0,0,1560,624,0,738,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,Alabama,Alabama,AL,Alabama,10,,0,0,0,1,0,30.942308,1609,402.25,.61170733,.55523533,56.900002,.54764199,,,,,1560,3674.0869,0,2832.4399,3638.9773,8.2090597,7.948894,8.1994581,.26016569,.26016569,.26016569,-.60565996,.51072979,-.60565996,6.6039438,0,0,0,0,1,0,1,1,1,0,76,,.,1,0,0,,760517,760517,76,5,17,0,76,1,,0,,1609,16.760416,15,90,.1,1609,1609,402.25,402.25,1,0,0,,,,,,0,,0,19760516,,,1,,1,16.760416,1,.54166663,.058499999,.0145,14100,,0,-.026363276,0,1976,760517,6.8102055,AL,6,-.0310069484707567,-.0678496163777198,.054380152,0,.57532305,.051198915,.26016569,1,.0017887382,.00081744476
20208,1985,,530,1,33,2,0,1,2,5,5,3,0,3,51,0,20,0,1000,.98000002,1000,5503,1000,0,0,1040,240,948,406,0,0,0,79,,6,474,,,,,,,,,,,,0,0,2,,,,,,0,1,Alabama,Alabama,AL,Alabama,10,1,0,1,0,1,0,72.53846,3772,943,1.0146341,1.0413064,107.6,1.0356112,,,,,1988,2189.8066,0,1980,3393.6377,7.6915684,7.5908523,8.1296577,.10071611,.10071611,.10071611,-.24775887,.6395216,-.24775887,6.0063534,0,0,0,0,1,0,1,1,1,0,85,5,5,1,0,5,30,850530,,85,5,30,0,85,1,,0,,3772,39.291668,22,120,.1,3772,3772,943,943,1,0,0,0,0,22,120,.33333334,11,26,0,19850530,39.291668,26,1,,1,39.291668,1,.54166669,.07,.0145,37800,,0,-.019248985,0,1985,850530,9.0829792,AL,6,-.010428790103111,.2201303384128808,.067414925,1,.58243734,.062695883,.10071611,1,-.0042372853,.00020074363
20249,1975,,2,1,30,1,2,4,2,1,,3,0,2,0,48,0,8,5500,14.32,5500,6450,6450,,318,2600,0,0,1170,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Alabama,Alabama,AL,Alabama,10,,0,0,0,1,1,92.07692,4788,1197,.59609759,.51873201,53.799999,.51780558,,,,,2600,4361.7021,0,1893.428,,8.3806181,7.546144,,.83447409,.83447409,.83447409,,,,7.0647593,.031252861,.031252861,.031252861,0,1,0,1,1,0,0,75,,.,1,0,0,,750315,750315,75,3,15,2,75,2,,.16,,6423,49.875,15,75,.1,4788,4788,1197,1197,1,0,0,,,,,,0,,0,19750316,,,1,,1,49.875,1,.54166669,.058499999,.0145,13200,,.16,.091425218,0,1975,750315,6.3793311,AL,6,-.0207172130260078,-.1332086558955357,.17114669,0,.69311154,.13375114,.83447409,1,-.012178631,-.0018940757
23208,1976,,3,1,60,1,0,2,2,1,,1,0,3,0,52,0,40,6000,2.9200001,6000,7892,6000,16,330,1560,0,0,721,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,Alabama,Alabama,AL,Alabama,2.5,,0,0,0,1,1,46.153847,2400,600,.61170733,.55523533,56.900002,.54764199,,,,,1560,2550.2393,0,2617.0212,1420.071,7.8439426,7.869792,7.258462,-.025849342,-.025849342,-.025849342,.61296797,-.63717937,.61296797,6.5806394,0,0,0,0,1,0,1,1,1,0,76,,.,1,0,0,,760329,760329,76,3,29,0,76,2,,.16,,2400,25,15,90,.1,2400,2400,600,600,1,0,0,,,,,,0,,0,19760328,,,1,,1,25,1,.54166669,.058499999,.0145,14100,,.16,.091425218,0,1976,760329,6.8102055,AL,6,-.0310069484707567,-.0678496163777198,.081113957,0,.69311154,.06339056,-.025849342,1,-.0062031657,-.0028348169
2218,1987,,426,1,29,1,2,4,2,1,1,4,0,3,0,51,0,40,7000,3.4300001,7000,15700,15700,14,868,2080,780,0,1170,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,1,1,Alabama,Alabama,AL,Alabama,12,1,0,0,0,1,1,115.38461,6000,1500,1.097561,1.1219981,113.6,1.093359,,,,,2080,2590.2993,0,3232.9004,3298.4319,7.8595285,8.0811348,8.101202,-.22160625,-.22160625,-.22160625,,-.20153904,,7.0647593,0,0,,0,1,,1,1,1,1,87,4,4,1,0,4,26,870426,,87,4,26,2,87,2,,.14,,16000,62.5,22,120,.1,6000,6000,1500,1500,1,0,0,0,0,22,120,.33333334,11,26,0,19870426,62.5,26,1,,1,62.5,1,.54166669,.071500003,.0145,42000,,.14,-.010902129,0,1987,870426,6.9028487,AL,6,-.2572149835343156,-.0543377219106729,.10157096,0,.59078419,.080088697,-.22160625,1,.00059239689,.0028041909
6455,1987,,407,1,29,1,0,2,1,1,1,6,0,3,0,48,0,50,17000,7.1399999,17000,76291,75811,38,14163,3640,480,0,801,0,0,0,0,,0,0,,,,,,,,,,,,0,3,1,,,,,,1,1,Alabama,Alabama,AL,Alabama,14,1,0,0,1,0,1,384.61539,20000,5000,1.097561,1.1219981,113.6,1.093359,,,,,3640,3744.2527,0,3889.1885,,8.2279778,8.2659559,,-.037978172,-.037978172,-.037978172,,,,6.6858611,0,0,,0,1,,1,1,1,1,87,4,4,1,0,4,7,870407,,87,4,7,0,87,2,,.38,,56012,120,22,120,.1,20000,20000,5000,5000,1,0,0,0,0,22,120,.33333334,11,26,0,19870408,120,26,1,,1,120,1,.31200001,.071500003,.0145,42000,,.38,-.24901541,0,1987,870407,6.9028487,AL,6,-.2572149835343156,-.0543377219106729,.33856988,0,.35267091,.18570559,-.037978172,1,.01353093,.064050496
23213,1985,,620,1,38,2,4,6,2,5,5,3,0,3,0,16,0,40,1700,2.6600001,1700,5684,1700,0,-170,180,0,4332,2172,0,0,0,361,,12,4854,,,,,,,,,,,,11,0,3,,,,,,0,1,Alabama,Alabama,AL,Alabama,10,0,0,1,0,1,0,62.673077,3259,814.75,1.0146341,1.0413064,107.6,1.0356112,,,,,4512,4446.9233,0,4788,,8.3999681,8.4738684,,-.073900223,-.073900223,-.073900223,.079915524,,.079915524,7.6834035,.19231606,.19231606,.0077824593,0,1,0,1,1,1,0,85,6,6,1,0,6,20,850620,,85,6,20,4,85,3,,0,,3259,33.947918,22,120,.1,3259,3259,814.75,814.75,1,0,0,0,0,22,120,.33333334,11,26,0,19850620,33.947918,26,1,,1,33.947918,1,.54166669,.07,.0145,37800,,0,-.019249044,0,1985,850620,9.0829792,AL,6,-.010428790103111,.2201303384128808,.058246352,1,.58243728,.054169111,-.073900223,1,-.0042372989,.00020074424
20206,1975,,2,1,49,2,2,4,2,3,,2,0,2,0,40,0,35,1610,1.16,1610,8288,1610,,0,1300,30,0,1734,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Alabama,Alabama,AL,Alabama,7,,0,1,0,1,0,34.615383,1799.9999,449.99997,.59609759,.51873201,53.799999,.51780558,,,,,1300,2238.6843,0,3866.4175,,7.7136436,8.2600832,,-.54643965,-.54643965,-.54643965,,,,7.4581861,.1892662,.1892662,0,0,1,1,1,1,0,0,75,,.,1,0,0,,750315,750315,75,3,15,2,75,3,,0,,1800,18.749998,15,75,.1,1799.9999,1799.9999,449.99997,449.99997,1,0,0,,,,,,0,,0,19750316,,,1,,1,18.749998,1,.54166663,.058499999,.0145,13200,,0,-.026363276,0,1975,750315,6.3793311,AL,6,-.0207172130260078,-.1332086558955357,.06434086,1,.57532305,.060576919,-.54643965,1,.0035118165,.0005461736
9799,1971,,0,2,37,1,3,5,1,1,,7,0,2,0,38,0,45,11000,6.4299998,11000,19199,19020,,2590,1040,760,0,1759,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Arizona,AZ,Arizona,16,,0,0,1,0,1,198.07692,10300,2575,.40097561,.37848222,40.5,.3897979,,,,,1040,4601.6943,0,7761.8384,4597.5659,8.4341803,8.956974,8.4332819,-.52279377,-.52279377,-.52279377,,-1.0464859,,7.4725008,.045951843,.045951843,,0,1,,1,1,0,0,71,,.,1,0,0,,710202,710101,71,2,2,3,71,2,,.25,,13604,50,10,50,.1,10300,10300,2575,2575,1,0,0,,,,,,0,,0,19710202,,,1,,1,50,2,.25242719,.048,.0145,7800,,.25,-.26511675,0,1971,710202,6.250555,AZ,8,-.1257949444628768,-.1536016404046332,.48907882,0,.33656958,.3668091,-.52279377,1,.040722366,.033350348
22966,1985,,705,2,44,2,2,3,1,5,5,6,0,3,0,17,0,30,1700,3.29,1700,8849,1700,0,-170,1200,0,1596,1163,0,0,0,133,,4,76,,,,,,,,,,,,0,2,2,,,,,,0,4,Arizona,Arizona,AZ,Arizona,14,1,0,1,1,0,0,150,7800,1950,1.0146341,1.0413064,107.6,1.0356112,,,,,2796,2755.6731,0,3700,,7.9214172,8.2160883,,-.29467106,-.29467106,-.29467106,.075681686,,.075681686,7.0587583,.038567543,.038567543,-.43955135,0,1,1,1,1,1,0,85,7,7,1,0,7,5,850705,,85,7,5,2,85,3,,0,,7800,78,40,115,.1,7800,7800,1950,1950,1,0,0,1,0,40,115,.33333334,12,26,0,19850704,78,26,1,,1,78,2,.51999998,.07,.0145,37800,,0,-.042546533,0,1985,850705,6.8623767,AZ,8,-.010428790103111,-.0602180683713389,.13940521,1,.55913979,.12964685,-.29467106,1,.00256207,.00044370885
10748,1985,,525,2,37,1,0,2,1,1,1,8,0,3,0,35,0,45,40000,25.33,40000,64000,59000,38,10792,3120,780,0,755,0,0,0,0,,0,0,,,,,,,,,,,,0,5,1,,,,,,3,4,Arizona,Arizona,AZ,Arizona,18,1,0,0,1,0,1,750,39000,9750,1.0146341,1.0413064,107.6,1.0356112,,,,,3120,3824.0591,0,3640,4844.5181,8.2490673,8.1997385,8.4856033,.049328804,.049328804,.049328804,-.10309982,.33519363,-.10309982,6.6267176,-.059143543,-.059143543,-.059143543,0,1,0,1,1,1,0,85,5,5,1,0,5,25,850525,,85,5,25,0,85,2,,.38,,65000,115,40,115,.1,39000,39000,9750,9750,1,0,0,1,0,40,115,.33333334,12,26,0,19850524,115,26,1,,1,115,2,.15333334,.07,.0145,37800,,.38,-.44835296,0,1985,850525,6.8623767,AZ,8,-.010428790103111,-.0602180683713389,.69702607,0,.15333334,.43215615,.049328804,1,.02699895,.004675779
